question	answer
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版缺点	异响异响异响！！！目前才开2000公里，驾驶位门板异响，特别是倾斜和坑洼路面，就感觉像是车身强度不够摩擦产生的异响一样，特别影响心情，忍受了昂克赛拉转身又忍受红旗，真是整个人都不好了。不过只要玻璃摇下去他又不响了，真是奇怪。副驾驶关门的时候会有很明显的胶条撞击声，无语～～排气管突突突跟三蹦子一样，防碰撞提醒太敏感，底盘比较硬，还有感觉上高速速度达到一百过后感觉驾驶位玻璃漏风？不知道是后视镜的风噪还是漏风，然后就是油耗，确实不吹不黑，油耗高，高速和市区平均油耗11个油左右，的确有点高，
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版外观	大气，这个真的没有槽点，就是黑色车漆一点脏东西就特别显眼，20寸轮毂太好看，轮胎胎噪控制有待提高
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版舒适度	空间大，乘坐起来没那么憋屈，后排空间那件一个舒坦，差点都可以葛优躺了。然后氛围灯啥啥的给你安排的明明白白的，小情调一下子就上来了，什么座椅烫腚的给你安排上，冬天也不冷了，两块大屏还是比较耐思，就是有一次在隧道里老婆去切换导航和歌曲的界面，突然屏幕就黑了，第二天又好了，没整明白怎么回事
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版性价比	车子优惠2w，总价下来不到22，但是他能给你合资车给不了的配置，个人觉得还是比较有性价比，然后说个题外话，希望厂商还是提高自己产品的品质，不要寒了支持你们车主的心。希望国货越来越好，祖国越来越好
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版内饰	非常不错，手能碰到的地方都是软的或者皮革，不像某些车，给你一堆破塑料还卖高价格，红旗还是挺良心，氛围灯啥的显高级感，菱形座椅皮革和扶手那个缝线个人感觉有点老气，新车味道还是有点大，不过我开了pm2.5检测居然空气质量合格，车机用的少，也就是听听音乐打个导航什么的，就是12个g流量可能不够用，
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版操控表现	方向盘比较轻，我两个手指就能转动，超控我感觉挺好，就是车大了一圈，刚开始的时候转向有点顾头不顾腚
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版油耗表现	油耗这个东西仁者见仁，智者见智，不过我觉得油耗还是比较偏高，平均高速和市区油耗折算下来大概在9毛钱左右。不过车身毕竟也那么重，各有取舍吧，又想马儿跑又想马儿不吃草哪有这种道理
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版动力表现	跟以前的昂克赛拉比完全不在一个维度上，昂克赛拉经常一不注意就上四千转，速度还起不来，属于干打雷不下雨那种，这个起步最多也就踩到三千，不过新车也没狠踩。没开过大排量的车，感觉这个很不错了，不过要是能上八AT那就更好了，应该会更平顺更节能吧
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版空间感受	空间简直太宽敞了，平时五个人毫无压力，后备箱略有不足
红旗红旗HS52022款 改款 2.0T 智联旗享四驱版智能配置	
宝马宝马7系2021款 740Li 领先型 豪华套装售价	93.80万
宝马宝马7系2021款 740Li 领先型 豪华套装优点	驾驶超车提速稳定都可以的，因为后驱，高速横风区会感觉车子有点飘的！虽然2吨了，然后内饰，真皮座椅，看得见的地方都是真皮包裹！
宝马宝马7系2021款 740Li 领先型 豪华套装缺点	油耗特别大，真的大，然后销售和我讲过关闭发动机前把空调加热这些先关掉，不然电动机会坏掉！吓得我每次开车都要先启动，然后关闭自动启停，2分钟后开加热，然后开车，高速开车服务区停车后3分钟后才熄火，熄火之前必须检查空调加热是否开着！累死了！注意的事项太多了！
宝马宝马7系2021款 740Li 领先型 豪华套装外观	大哥有模有样，颜值最高，贴了车衣！小心保护大哥！
宝马宝马7系2021款 740Li 领先型 豪华套装舒适度	舒适性5星，座椅的包裹性很好，座椅比奥迪的软！
宝马宝马7系2021款 740Li 领先型 豪华套装性价比	我起初是去买奔驰400.的，门口很多销售，就是不接待我，我跟他们说我来买车，然后一个女的接待我，我说买s400，她说没现车，旁边有一辆E叫我坐进去看看，一样的，我坐进去看了看，然后出来，那个销售没人了！我就去了隔壁宝马看车，宝马么热情一点，我对比了好多家宝马店，永达试驾的车子，永达服务最好，对比好几家最后在五角场国和路那个店定了，因为销售真诚，虽然他不是最便宜的，但是最真诚，感动之际就付了2万，但是之前说好给很多小礼物，熊呀什么的，最后提车只有一朵花！不过也算可以啦！毕竟咱也不贪小便宜，对了我之前谈车好几家给了1000元意向金，这边2万付了都叫他们退我了！我跑来跑去时间油钱也花了不少！价格反正也就多谈了半个点！我不管我牺牲多少我只管能多从你们身上得到多少！这就是我的真理！
宝马宝马7系2021款 740Li 领先型 豪华套装内饰	真皮，真皮到处都是真皮！内饰是摩卡，虽然他们说松露褐色烂大街，但是我觉得确实松露褐色好看，那个黄黄的，这个太黑了点
宝马宝马7系2021款 740Li 领先型 豪华套装操控表现	这操控没话说，提车第二天就去贴膜就撞了！马力太大，
宝马宝马7系2021款 740Li 领先型 豪华套装油耗表现	油老虎，堵车20几个油，加满才788.平常接送孩子上学估计都是堵车20几的油耗，高速也不跑！
宝马宝马7系2021款 740Li 领先型 豪华套装动力表现	加速没话说，全靠油耗出来的5.6秒的加速度实际应该更快一点！好像现在因为有颗粒捕捉器，油耗真的很大，比以前机械增压的发动机油耗大很多！
宝马宝马7系2021款 740Li 领先型 豪华套装空间感受	空间很大，都是真皮，销售说一棵树的木头只做我一辆车！这个木饰的纹路都是独一无二的！方向盘的皮手感也比老款的7系好，开过08款的730，现在的手感好，
宝马宝马7系2021款 740Li 领先型 豪华套装智能配置	
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版售价	23.98万
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版优点	威兰达不光看着大，内在的实际空间也是真的大（乘坐空间大，后备箱空间也很大）。而且这车虽然大，却一点也不难开，停车也很方便。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版缺点	给我感觉内饰有点次，莫名有种车子很轻的感觉，不厚重。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版外观	外观很刚，有棱有角的，识别度很高，夜间车灯很亮。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版舒适度	个人感觉开的挺舒服的，座椅的包裹性也强，长时间开也不觉得累。对于我看到网上很多人说噪音大，我感觉还可以啊。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版性价比	车子的配置也算是丰富，后期保养也了解了下，不是很贵，在能接受的范围之内，再加上丰田自身的保值，性价比还是挺高的。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版内饰	内饰方面，坐进去就觉得没有外观看起来厚重，不知道是不是因为用的塑料件比较多。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版操控表现	日系车的操控都很简单，没有什么花花绕绕的地方，简单明了。我感觉驾驶位的座位特别高，调到最低都很高，所以车头看的清清楚楚，加上他的反光镜在门上，盲区特别少。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版油耗表现	我的油耗目前有点高，超出我的预想，不知道是不是因为天冷电池受到影响。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版动力表现	买车时选双擎，倒不是冲着双擎，而是冲着他2.5的排量，我总觉得这么大的车2.0的拖不动，试驾时特意体验了下，确实如此。目前觉得2.5动力很足，特别是起步阶段用的电，感觉油门轻轻一点就能出去。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版空间感受	空间方面是真的大，无论是驾驶位还是后排空间，都很宽敞，可能我们一家身材都还挺适中，后排坐三个人也不嫌挤。后备箱空间也很大，由于我不太喜欢在后备箱装很多东西，总觉得空间太大有点浪费。
丰田威兰达2022款 双擎 2.5L E-CVT两驱尊贵版智能配置	
本田奥德赛2022款 2.0L e:HEV 锐·领享版售价	28.58万
本田奥德赛2022款 2.0L e:HEV 锐·领享版优点	第一次开mpv，本还做了很多思想准备，小巷子要怎么开、窄弯要怎么转，怕有什么不慎磕磕碰碰就不好了。实际开起来以后发现没什么上手难度，方向盘操纵精准、轻快，因为有前部雷达和宽大的后视镜，基本上车子周边情况都能尽在掌握中。选奥德赛的一个重要原因就是因为它的混动系统。之前的车是双擎卡罗拉，体验过丰田的混动，启动快、驻车安静，这次开奥德赛感觉本田的混动也不遑多让，同样的优点，而且汽油机工作时的动静比卡罗拉还要小很多，不过这倒是可能卡罗拉的隔音更不堪吧。每天开车上下班要爬早晚高峰，油耗比我开卡罗拉时高0.7个油，达到6.2升/百公里，我觉得蛮好，可以接受，尤其还只要加92的油。对了，脚踢感应电动尾门一定要说上一句，太方便了，这个可以参选最满意之一。
本田奥德赛2022款 2.0L e:HEV 锐·领享版缺点	基本上没有什么最不满意的地方，很多所谓不满意的地方其实都可以克服，比如没有四门一键升窗，没有自动感应大灯，等等，都是一些懒人设施，可以克服或者加装升级。
本田奥德赛2022款 2.0L e:HEV 锐·领享版外观	比21款更加大气
本田奥德赛2022款 2.0L e:HEV 锐·领享版舒适度	在售mpv里坐垫最软的就算奥德赛了，因为其他的我都试坐过，第三排在只坐两个人的情况下舒适程度挺高。我开车感觉像开船，坐车的说像坐船，那种晃晃悠悠不紧不慢的感觉适合我对mpv的感觉。
本田奥德赛2022款 2.0L e:HEV 锐·领享版性价比	哪个版本都有长处，而且奥德赛有成熟的升级方案，只要你想，可以改装得让自己很满意。我是想尽早提车，店里只有领享版可以提，就提了。
本田奥德赛2022款 2.0L e:HEV 锐·领享版内饰	高档感真的有提升，软包、仿木装饰，尤其窗户按钮那块升级成了亮面装饰，这些极大的改善了车内的塑料感。
本田奥德赛2022款 2.0L e:HEV 锐·领享版操控表现	方向盘握感舒适，转向力度不是那种重的风格，比丰田略重，丰田的向来很轻的。
本田奥德赛2022款 2.0L e:HEV 锐·领享版油耗表现	
本田奥德赛2022款 2.0L e:HEV 锐·领享版动力表现	足够用，不会感觉带不动车，满载时也能轻松带动
本田奥德赛2022款 2.0L e:HEV 锐·领享版空间感受	家用，我们家就我这当司机的身高最高，也就一米七五，怎样都坐得下了
本田奥德赛2022款 2.0L e:HEV 锐·领享版智能配置	
丰田卡罗拉2021款 双擎 1.8L E-CVT精英版售价	14.38万
丰田卡罗拉2021款 双擎 1.8L E-CVT精英版优点	还是这款卡罗拉双擎的性价比是最满意的地方吧，毕竟是人生第一部车子，自己挣钱买的车子，无论如何都很满意，喜欢。对比了很多车子，因为喜欢suv，所以一开始的定位是20万+的crv和领克01，但是后来对比了很长时间，crv同样是卖的发动机，可是脆皮，又有点偷工减料，不值20万。领克01的电频亏电，油耗高，后期保养贵，再加上本人新手小白一个，就果断放弃了。最终选择了性价比最高且适合练手的卡罗拉～
